date,away_team,home_team,visitor_goals,home_goals,visitor_sog,home_sog,visitor_goalie,home_goalie,regulation,winner
1/30/2025,nyi,phi,,,,,,,,
1/30/2025,chi,car,,,,,,,,
1/30/2025,ana,cgy,,,,,,,,
1/30/2025,det,edm,,,,,,,,
1/30/2025,cbj,vgk,,,,,,,,
1/30/2025,sj,sea,,,,,,,,
1/31/2025,nsh,buf,,,,,,,,
1/31/2025,van,dal,,,,,,,,
1/31/2025,stl,col,,,,,,,,
1/31/2025,cbj,ari,,,,,,,,
2/1/2025,chi,fla,,,,,,,,
2/1/2025,nyr,bos,,,,,,,,
2/1/2025,min,ott,,,,,,,,
2/1/2025,nyi,tb,,,,,,,,
2/1/2025,nsh,pit,,,,,,,,
2/1/2025,wpg,wsh,,,,,,,,
2/1/2025,la,car,,,,,,,,
2/1/2025,tor,edm,,,,,,,,
2/1/2025,det,cgy,,,,,,,,
2/2/2025,nj,buf,,,,,,,,
2/2/2025,phi,col,,,,,,,,
2/2/2025,mtl,ana,,,,,,,,
2/2/2025,nyi,fla,,,,,,,,
2/2/2025,vgk,nyr,,,,,,,,
2/2/2025,cbj,dal,,,,,,,,
2/2/2025,stl,ari,,,,,,,,
2/2/2025,det,van,,,,,,,,
2/2/2025,cgy,sea,,,,,,,,
2/3/2025,ott,nsh,,,,,,,,
2/4/2025,min,bos,,,,,,,,
2/4/2025,cbj,buf,,,,,,,,
2/4/2025,ott,tb,,,,,,,,
2/4/2025,nj,pit,,,,,,,,
2/4/2025,fla,wsh,,,,,,,,
2/4/2025,vgk,nyi,,,,,,,,
2/4/2025,edm,stl,,,,,,,,
2/4/2025,car,wpg,,,,,,,,
2/4/2025,tor,cgy,,,,,,,,
2/4/2025,phi,ari,,,,,,,,
2/4/2025,col,van,,,,,,,,
2/4/2025,dal,ana,,,,,,,,
2/4/2025,det,sea,,,,,,,,
2/4/2025,mtl,sj,,,,,,,,
2/5/2025,bos,nyr,,,,,,,,
2/5/2025,edm,chi,,,,,,,,
2/5/2025,mtl,la,,,,,,,,
2/6/2025,ott,tb,,,,,,,,
2/6/2025,vgk,nj,,,,,,,,
2/6/2025,wsh,phi,,,,,,,,
2/6/2025,ari,cbj,,,,,,,,
2/6/2025,fla,stl,,,,,,,,
2/6/2025,car,min,,,,,,,,
2/6/2025,col,cgy,,,,,,,,
2/6/2025,tor,sea,,,,,,,,
2/6/2025,van,sj,,,,,,,,
2/7/2025,pit,nyr,,,,,,,,
2/7/2025,nyi,wpg,,,,,,,,
2/7/2025,nsh,chi,,,,,,,,
2/7/2025,col,edm,,,,,,,,
2/7/2025,dal,la,,,,,,,,
2/8/2025,nj,mtl,,,,,,,,
2/8/2025,tb,det,,,,,,,,
2/8/2025,ari,car,,,,,,,,
2/8/2025,vgk,bos,,,,,,,,
2/8/2025,ott,fla,,,,,,,,
2/8/2025,pit,phi,,,,,,,,
2/8/2025,nyr,cbj,,,,,,,,
2/8/2025,chi,stl,,,,,,,,
2/8/2025,tor,van,,,,,,,,
2/8/2025,buf,nsh,,,,,,,,
2/8/2025,nyi,min,,,,,,,,
2/8/2025,sea,cgy,,,,,,,,
2/8/2025,ana,la,,,,,,,,
2/8/2025,dal,sj,,,,,,,,
2/9/2025,ari,wsh,,,,,,,,
2/9/2025,tb,mtl,,,,,,,,
2/22/2025,edm,phi,,,,,,,,
2/22/2025,wsh,pit,,,,,,,,
2/22/2025,min,det,,,,,,,,
2/22/2025,nyr,buf,,,,,,,,
2/22/2025,sea,fla,,,,,,,,
2/22/2025,dal,nj,,,,,,,,
2/22/2025,col,nsh,,,,,,,,
2/22/2025,ana,bos,,,,,,,,
2/22/2025,car,tor,,,,,,,,
2/22/2025,mtl,ott,,,,,,,,
2/22/2025,chi,cbj,,,,,,,,
2/22/2025,wpg,stl,,,,,,,,
2/22/2025,ari,la,,,,,,,,
2/22/2025,van,vgk,,,,,,,,
2/23/2025,edm,wsh,,,,,,,,
2/23/2025,nyr,pit,,,,,,,,
2/23/2025,ana,det,,,,,,,,
2/23/2025,sea,tb,,,,,,,,
2/23/2025,col,stl,,,,,,,,
2/23/2025,nj,nsh,,,,,,,,
2/23/2025,tor,chi,,,,,,,,
2/23/2025,dal,nyi,,,,,,,,
2/23/2025,sj,cgy,,,,,,,,
2/23/2025,van,ari,,,,,,,,
2/24/2025,sj,wpg,,,,,,,,
2/24/2025,vgk,la,,,,,,,,
2/25/2025,tor,bos,,,,,,,,
2/25/2025,ana,buf,,,,,,,,
2/25/2025,car,mtl,,,,,,,,
2/25/2025,edm,tb,,,,,,,,
2/25/2025,pit,phi,,,,,,,,
2/25/2025,cgy,wsh,,,,,,,,
2/25/2025,dal,cbj,,,,,,,,
2/25/2025,nyr,nyi,,,,,,,,
2/25/2025,sea,stl,,,,,,,,
2/25/2025,fla,nsh,,,,,,,,
2/25/2025,det,min,,,,,,,,
2/25/2025,chi,ari,,,,,,,,
2/26/2025,wpg,ott,,,,,,,,
2/26/2025,nj,col,,,,,,,,
2/26/2025,van,la,,,,,,,,
2/27/2025,nyi,bos,,,,,,,,
2/27/2025,sj,mtl,,,,,,,,
2/27/2025,cbj,det,,,,,,,,
2/27/2025,cgy,tb,,,,,,,,
2/27/2025,edm,fla,,,,,,,,
2/27/2025,phi,pit,,,,,,,,
2/27/2025,stl,wsh,,,,,,,,
2/27/2025,buf,car,,,,,,,,
2/27/2025,wpg,nsh,,,,,,,,
2/27/2025,min,ari,,,,,,,,
2/27/2025,chi,vgk,,,,,,,,
2/27/2025,van,ana,,,,,,,,
2/28/2025,tor,nyr,,,,,,,,
2/28/2025,la,dal,,,,,,,,
2/28/2025,min,col,,,,,,,,
3/1/2025,nsh,nyi,,,,,,,,
3/1/2025,tb,wsh,,,,,,,,
3/1/2025,det,cbj,,,,,,,,
3/1/2025,cgy,fla,,,,,,,,
3/1/2025,bos,pit,,,,,,,,
3/1/2025,mtl,buf,,,,,,,,
3/1/2025,sj,ott,,,,,,,,
3/1/2025,edm,car,,,,,,,,
3/1/2025,phi,wpg,,,,,,,,
3/1/2025,la,stl,,,,,,,,
3/1/2025,nj,ari,,,,,,,,
3/1/2025,chi,ana,,,,,,,,
3/1/2025,van,sea,,,,,,,,
3/2/2025,tor,pit,,,,,,,,
3/2/2025,bos,min,,,,,,,,
3/2/2025,cgy,car,,,,,,,,
3/2/2025,stl,dal,,,,,,,,
3/2/2025,nsh,nyr,,,,,,,,
3/2/2025,nj,vgk,,,,,,,,
3/3/2025,ott,wsh,,,,,,,,
3/3/2025,buf,mtl,,,,,,,,
3/3/2025,tb,fla,,,,,,,,
3/3/2025,nyi,nyr,,,,,,,,
3/3/2025,sj,tor,,,,,,,,
3/3/2025,la,chi,,,,,,,,
3/4/2025,nsh,bos,,,,,,,,
3/4/2025,sj,buf,,,,,,,,
3/4/2025,car,det,,,,,,,,
3/4/2025,cbj,tb,,,,,,,,
3/4/2025,cgy,phi,,,,,,,,
3/4/2025,wpg,nyi,,,,,,,,
3/4/2025,nj,dal,,,,,,,,
3/4/2025,pit,col,,,,,,,,
3/4/2025,ana,edm,,,,,,,,
3/4/2025,min,sea,,,,,,,,
3/5/2025,wsh,nyr,,,,,,,,
3/5/2025,ott,chi,,,,,,,,
3/5/2025,tor,vgk,,,,,,,,
3/5/2025,ana,van,,,,,,,,
3/5/2025,stl,la,,,,,,,,
3/6/2025,ari,det,,,,,,,,
3/6/2025,buf,tb,,,,,,,,
3/6/2025,cbj,fla,,,,,,,,
3/6/2025,wpg,phi,,,,,,,,
3/6/2025,bos,car,,,,,,,,
3/6/2025,sea,nsh,,,,,,,,
3/6/2025,cgy,dal,,,,,,,,
3/6/2025,mtl,edm,,,,,,,,
3/6/2025,sj,col,,,,,,,,
3/7/2025,wpg,nj,,,,,,,,
3/7/2025,det,wsh,,,,,,,,
3/7/2025,ari,chi,,,,,,,,
3/7/2025,min,van,,,,,,,,
3/7/2025,pit,vgk,,,,,,,,
3/7/2025,stl,ana,,,,,,,,
3/8/2025,nyr,ott,,,,,,,,
3/8/2025,sea,phi,,,,,,,,
3/8/2025,bos,tb,,,,,,,,
3/8/2025,buf,fla,,,,,,,,
3/8/2025,tor,col,,,,,,,,
3/8/2025,mtl,cgy,,,,,,,,
3/8/2025,chi,nsh,,,,,,,,
3/8/2025,stl,la,,,,,,,,
3/8/2025,dal,edm,,,,,,,,
3/8/2025,nyi,sj,,,,,,,,
3/9/2025,nj,phi,,,,,,,,
3/9/2025,sea,wsh,,,,,,,,
3/9/2025,pit,min,,,,,,,,
3/9/2025,wpg,car,,,,,,,,
3/9/2025,cbj,nyr,,,,,,,,
3/9/2025,la,vgk,,,,,,,,
3/9/2025,dal,van,,,,,,,,
3/9/2025,nyi,ana,,,,,,,,
3/10/2025,edm,buf,,,,,,,,
3/10/2025,det,ott,,,,,,,,
3/10/2025,chi,col,,,,,,,,
3/10/2025,tor,ari,,,,,,,,
3/11/2025,fla,bos,,,,,,,,
3/11/2025,cbj,nj,,,,,,,,
3/11/2025,ott,phi,,,,,,,,
3/11/2025,vgk,pit,,,,,,,,
3/11/2025,tb,car,,,,,,,,
3/11/2025,col,min,,,,,,,,
3/11/2025,nyr,wpg,,,,,,,,
3/11/2025,mtl,van,,,,,,,,
3/11/2025,wsh,ana,,,,,,,,
3/11/2025,nyi,la,,,,,,,,
3/11/2025,nsh,sj,,,,,,,,
3/12/2025,buf,det,,,,,,,,
3/12/2025,van,cgy,,,,,,,,
3/12/2025,ana,ari,,,,,,,,
3/12/2025,mtl,sea,,,,,,,,
3/13/2025,fla,tor,,,,,,,,
3/13/2025,bos,ott,,,,,,,,
3/13/2025,edm,nj,,,,,,,,
3/13/2025,tb,phi,,,,,,,,
3/13/2025,stl,pit,,,,,,,,
3/13/2025,vgk,cbj,,,,,,,,
3/13/2025,nyr,min,,,,,,,,
3/13/2025,wsh,la,,,,,,,,
3/13/2025,chi,sj,,,,,,,,
3/14/2025,det,car,,,,,,,,
3/14/2025,edm,nyi,,,,,,,,
3/14/2025,dal,wpg,,,,,,,,
3/14/2025,col,cgy,,,,,,,,
3/14/2025,nsh,ana,,,,,,,,
3/14/2025,ari,sea,,,,,,,,
3/15/2025,vgk,buf,,,,,,,,
3/15/2025,nj,pit,,,,,,,,
3/15/2025,wsh,sj,,,,,,,,
3/15/2025,tb,bos,,,,,,,,
3/15/2025,ott,tor,,,,,,,,
3/15/2025,fla,mtl,,,,,,,,
3/15/2025,car,phi,,,,,,,,
3/15/2025,nyr,cbj,,,,,,,,
3/15/2025,stl,min,,,,,,,,
3/15/2025,nsh,la,,,,,,,,
3/15/2025,chi,van,,,,,,,,
3/16/2025,vgk,det,,,,,,,,
3/16/2025,dal,col,,,,,,,,
3/16/2025,ana,stl,,,,,,,,
3/16/2025,edm,nyr,,,,,,,,
3/16/2025,fla,nyi,,,,,,,,
3/16/2025,ari,van,,,,,,,,
3/16/2025,wpg,sea,,,,,,,,
3/17/2025,buf,bos,,,,,,,,
3/17/2025,phi,tb,,,,,,,,
3/17/2025,nj,cbj,,,,,,,,
3/17/2025,cgy,tor,,,,,,,,
3/17/2025,la,min,,,,,,,,
3/18/2025,ott,mtl,,,,,,,,
3/18/2025,cgy,nyr,,,,,,,,
3/18/2025,nyi,pit,,,,,,,,
3/18/2025,det,wsh,,,,,,,,
3/18/2025,stl,nsh,,,,,,,,
3/18/2025,ana,dal,,,,,,,,
3/18/2025,sea,chi,,,,,,,,
3/18/2025,ari,edm,,,,,,,,
3/18/2025,wpg,van,,,,,,,,
3/19/2025,col,tor,,,,,,,,
3/19/2025,sea,min,,,,,,,,
3/20/2025,col,ott,,,,,,,,
3/20/2025,cgy,nj,,,,,,,,
3/20/2025,tor,nyr,,,,,,,,
3/20/2025,phi,wsh,,,,,,,,
3/20/2025,fla,cbj,,,,,,,,
3/20/2025,mtl,nyi,,,,,,,,
3/20/2025,van,stl,,,,,,,,
3/20/2025,ana,nsh,,,,,,,,
3/20/2025,tb,dal,,,,,,,,
3/20/2025,la,chi,,,,,,,,
3/20/2025,wpg,edm,,,,,,,,
3/20/2025,buf,ari,,,,,,,,
3/20/2025,bos,vgk,,,,,,,,
3/20/2025,car,sj,,,,,,,,
3/21/2025,cbj,pit,,,,,,,,
3/22/2025,van,nyr,,,,,,,,
3/22/2025,phi,dal,,,,,,,,
3/22/2025,buf,min,,,,,,,,
3/22/2025,chi,stl,,,,,,,,
3/22/2025,cgy,nyi,,,,,,,,
3/22/2025,car,la,,,,,,,,
3/22/2025,fla,wsh,,,,,,,,
3/22/2025,tb,ari,,,,,,,,
3/22/2025,col,mtl,,,,,,,,
3/22/2025,ott,nj,,,,,,,,
3/22/2025,tor,nsh,,,,,,,,
3/22/2025,det,vgk,,,,,,,,
3/22/2025,sea,edm,,,,,,,,
3/22/2025,bos,sj,,,,,,,,
3/23/2025,phi,chi,,,,,,,,
3/23/2025,buf,wpg,,,,,,,,
3/23/2025,pit,fla,,,,,,,,
3/23/2025,nsh,stl,,,,,,,,
3/23/2025,tb,vgk,,,,,,,,
3/23/2025,car,ana,,,,,,,,
3/23/2025,bos,la,,,,,,,,
3/24/2025,van,nj,,,,,,,,
3/24/2025,cbj,nyi,,,,,,,,
3/24/2025,min,dal,,,,,,,,
3/24/2025,det,ari,,,,,,,,
3/25/2025,ott,buf,,,,,,,,
3/25/2025,phi,tor,,,,,,,,
3/25/2025,pit,tb,,,,,,,,
3/25/2025,nsh,car,,,,,,,,
3/25/2025,mtl,stl,,,,,,,,
3/25/2025,vgk,min,,,,,,,,
3/25/2025,wsh,wpg,,,,,,,,
3/25/2025,det,col,,,,,,,,
3/25/2025,sea,cgy,,,,,,,,
3/25/2025,nyr,la,,,,,,,,
3/26/2025,van,nyi,,,,,,,,
3/26/2025,nj,chi,,,,,,,,
3/26/2025,dal,edm,,,,,,,,
3/26/2025,bos,ana,,,,,,,,
3/27/2025,pit,buf,,,,,,,,
3/27/2025,ott,det,,,,,,,,
3/27/2025,ari,tb,,,,,,,,
3/27/2025,mtl,phi,,,,,,,,
3/27/2025,stl,nsh,,,,,,,,
3/27/2025,wsh,min,,,,,,,,
3/27/2025,la,col,,,,,,,,
3/27/2025,dal,cgy,,,,,,,,
3/27/2025,edm,sea,,,,,,,,
3/27/2025,tor,sj,,,,,,,,
3/28/2025,ari,fla,,,,,,,,
3/28/2025,mtl,car,,,,,,,,
3/28/2025,van,cbj,,,,,,,,
3/28/2025,nj,wpg,,,,,,,,
3/28/2025,vgk,chi,,,,,,,,
3/28/2025,nyr,ana,,,,,,,,
3/29/2025,buf,phi,,,,,,,,
3/29/2025,nyi,tb,,,,,,,,
3/29/2025,stl,col,,,,,,,,
3/29/2025,nj,min,,,,,,,,
3/29/2025,vgk,nsh,,,,,,,,
3/29/2025,cbj,ott,,,,,,,,
3/29/2025,tor,la,,,,,,,,
3/29/2025,bos,det,,,,,,,,
3/29/2025,cgy,edm,,,,,,,,
3/29/2025,nyr,sj,,,,,,,,
3/29/2025,dal,sea,,,,,,,,
3/30/2025,mtl,fla,,,,,,,,
3/30/2025,buf,wsh,,,,,,,,
3/30/2025,van,wpg,,,,,,,,
3/30/2025,ari,chi,,,,,,,,
3/30/2025,ott,pit,,,,,,,,
3/30/2025,nyi,car,,,,,,,,
3/30/2025,tor,ana,,,,,,,,
3/30/2025,sj,la,,,,,,,,
3/31/2025,min,nj,,,,,,,,
3/31/2025,nsh,phi,,,,,,,,
3/31/2025,cgy,col,,,,,,,,
3/31/2025,dal,sea,,,,,,,,
4/1/2025,wsh,bos,,,,,,,,
4/1/2025,fla,mtl,,,,,,,,
4/1/2025,buf,ott,,,,,,,,
4/1/2025,nsh,cbj,,,,,,,,
4/1/2025,tb,nyi,,,,,,,,
4/1/2025,det,stl,,,,,,,,
4/1/2025,cgy,ari,,,,,,,,
4/1/2025,edm,vgk,,,,,,,,
4/1/2025,sj,ana,,,,,,,,
4/1/2025,wpg,la,,,,,,,,
4/2/2025,min,nyr,,,,,,,,
4/2/2025,wsh,car,,,,,,,,
4/2/2025,fla,tor,,,,,,,,
4/2/2025,col,chi,,,,,,,,
4/2/2025,sea,van,,,,,,,,
4/3/2025,bos,mtl,,,,,,,,
4/3/2025,tb,ott,,,,,,,,
4/3/2025,col,cbj,,,,,,,,
4/3/2025,pit,stl,,,,,,,,
4/3/2025,nsh,dal,,,,,,,,
4/3/2025,la,ari,,,,,,,,
4/3/2025,ana,cgy,,,,,,,,
4/3/2025,wpg,vgk,,,,,,,,
4/3/2025,edm,sj,,,,,,,,
4/4/2025,car,det,,,,,,,,
4/4/2025,chi,wsh,,,,,,,,
4/4/2025,min,nyi,,,,,,,,
4/5/2025,nyr,nj,,,,,,,,
4/5/2025,fla,ott,,,,,,,,
4/5/2025,pit,dal,,,,,,,,
4/5/2025,ana,van,,,,,,,,
4/5/2025,edm,la,,,,,,,,
4/5/2025,car,bos,,,,,,,,
4/5/2025,tb,buf,,,,,,,,
4/5/2025,cbj,tor,,,,,,,,
4/5/2025,phi,mtl,,,,,,,,
4/5/2025,col,stl,,,,,,,,
4/5/2025,wpg,ari,,,,,,,,
4/5/2025,vgk,cgy,,,,,,,,
4/5/2025,sea,sj,,,,,,,,
4/6/2025,wsh,nyi,,,,,,,,
4/6/2025,dal,min,,,,,,,,
4/6/2025,cbj,ott,,,,,,,,
4/6/2025,fla,det,,,,,,,,
4/6/2025,bos,buf,,,,,,,,
4/6/2025,pit,chi,,,,,,,,
4/6/2025,mtl,nsh,,,,,,,,
4/6/2025,vgk,van,,,,,,,,
4/7/2025,tb,nyr,,,,,,,,
4/7/2025,stl,wpg,,,,,,,,
4/7/2025,edm,ana,,,,,,,,
4/7/2025,sea,la,,,,,,,,
4/7/2025,cgy,sj,,,,,,,,
4/8/2025,car,buf,,,,,,,,
4/8/2025,det,mtl,,,,,,,,
4/8/2025,tor,fla,,,,,,,,
4/8/2025,bos,nj,,,,,,,,
4/8/2025,ott,cbj,,,,,,,,
4/8/2025,chi,pit,,,,,,,,
4/8/2025,nyi,nsh,,,,,,,,
4/8/2025,van,dal,,,,,,,,
4/8/2025,sea,ari,,,,,,,,
4/8/2025,vgk,col,,,,,,,,
4/9/2025,tor,tb,,,,,,,,
4/9/2025,phi,nyr,,,,,,,,
4/9/2025,sj,min,,,,,,,,
4/9/2025,stl,edm,,,,,,,,
4/9/2025,cgy,ana,,,,,,,,
4/10/2025,chi,bos,,,,,,,,
4/10/2025,det,fla,,,,,,,,
4/10/2025,car,wsh,,,,,,,,
4/10/2025,buf,cbj,,,,,,,,
4/10/2025,nyr,nyi,,,,,,,,
4/10/2025,wpg,dal,,,,,,,,
4/10/2025,van,col,,,,,,,,
4/10/2025,nsh,ari,,,,,,,,
4/10/2025,sea,vgk,,,,,,,,
4/10/2025,ana,la,,,,,,,,
4/11/2025,mtl,ott,,,,,,,,
4/11/2025,det,tb,,,,,,,,
4/11/2025,pit,nj,,,,,,,,
4/11/2025,sj,edm,,,,,,,,
4/11/2025,min,cgy,,,,,,,,
4/12/2025,nyi,phi,,,,,,,,
4/12/2025,nyr,car,,,,,,,,
4/12/2025,col,la,,,,,,,,
4/12/2025,buf,fla,,,,,,,,
4/12/2025,mtl,tor,,,,,,,,
4/12/2025,wsh,cbj,,,,,,,,
4/12/2025,wpg,chi,,,,,,,,
4/12/2025,ari,dal,,,,,,,,
4/12/2025,min,van,,,,,,,,
4/12/2025,nsh,vgk,,,,,,,,
4/12/2025,stl,sea,,,,,,,,
4/13/2025,phi,ott,,,,,,,,
4/13/2025,nyi,nj,,,,,,,,
4/13/2025,bos,pit,,,,,,,,
4/13/2025,tor,car,,,,,,,,
4/13/2025,buf,tb,,,,,,,,
4/13/2025,cbj,wsh,,,,,,,,
4/13/2025,edm,wpg,,,,,,,,
4/13/2025,sj,cgy,,,,,,,,
4/13/2025,col,ana,,,,,,,,
4/14/2025,chi,mtl,,,,,,,,
4/14/2025,dal,det,,,,,,,,
4/14/2025,nyr,fla,,,,,,,,
4/14/2025,ari,nsh,,,,,,,,
4/14/2025,la,edm,,,,,,,,
4/14/2025,sj,van,,,,,,,,
4/15/2025,nj,bos,,,,,,,,
4/15/2025,tor,buf,,,,,,,,
4/15/2025,chi,ott,,,,,,,,
4/15/2025,fla,tb,,,,,,,,
4/15/2025,cbj,phi,,,,,,,,
4/15/2025,wsh,nyi,,,,,,,,
4/15/2025,ari,stl,,,,,,,,
4/15/2025,ana,min,,,,,,,,
4/15/2025,vgk,cgy,,,,,,,,
4/15/2025,la,sea,,,,,,,,
4/16/2025,car,mtl,,,,,,,,
4/16/2025,ana,wpg,,,,,,,,
4/16/2025,det,nj,,,,,,,,
4/16/2025,dal,nsh,,,,,,,,
4/16/2025,vgk,van,,,,,,,,
4/16/2025,edm,sj,,,,,,,,
4/17/2025,phi,buf,,,,,,,,
4/17/2025,det,tor,,,,,,,,
4/17/2025,car,ott,,,,,,,,
4/17/2025,tb,nyr,,,,,,,,
4/17/2025,wsh,pit,,,,,,,,
4/17/2025,nyi,cbj,,,,,,,,