Player,Stat,25th Percentile,50th Percentile (Median),75th Percentile
Leo Carlsson,Assists,18.0,23.0,26.0
Leo Carlsson,Points,41.0,46.0,51.0
Frank Vatrano,Goals,20.0,24.0,27.0
Frank Vatrano,Assists,18.0,21.0,23.0
Frank Vatrano,Points,41.0,44.0,49.0
Trevor Zegras,Goals,16.0,19.0,21.0
Trevor Zegras,Assists,28.0,31.5,37.0
Trevor Zegras,Points,46.0,51.0,55.0
Cutter Gauthier,Goals,17.0,19.0,22.25
Cutter Gauthier,Assists,20.0,23.5,26.25
Cutter Gauthier,Points,39.0,43.0,47.0
Ryan Strome,Goals,9.0,11.0,12.25
Ryan Strome,Assists,18.0,21.0,24.25
Ryan Strome,Points,29.0,32.0,37.0
Robby Fabbri,Goals,12.0,14.0,16.0
Robby Fabbri,Assists,8.0,10.0,12.25
Robby Fabbri,Points,21.0,24.0,27.0
Mason McTavish,Goals,11.0,13.0,15.0
Mason McTavish,Assists,21.0,25.0,28.25
Mason McTavish,Points,33.0,37.0,43.0
Brett Leason,Goals,7.0,9.0,11.0
Brett Leason,Assists,7.0,9.0,10.0
Brett Leason,Points,15.0,17.5,20.0
Brock McGinn,Goals,4.0,6.0,7.0
Brock McGinn,Assists,5.0,6.0,8.0
Brock McGinn,Points,9.0,12.0,14.0
Isac Lundestrom,Goals,3.0,5.0,7.0
Isac Lundestrom,Assists,7.0,8.0,10.25
Isac Lundestrom,Points,11.0,14.0,16.0
Sam Colangelo,Goals,0.0,1.0,2.0
Sam Colangelo,Assists,1.75,2.0,4.0
Sam Colangelo,Points,3.0,4.0,5.0
Ross Johnston,Goals,0.0,0.0,1.0
Ross Johnston,Assists,0.75,1.0,2.0
Ross Johnston,Points,1.0,2.0,3.0
Cam Fowler,Goals,5.0,7.0,8.0
Cam Fowler,Assists,19.0,22.0,25.0
Cam Fowler,Points,26.0,28.5,33.0
Pavel Mintyukov,Goals,4.0,5.0,7.0
Pavel Mintyukov,Assists,17.0,20.0,22.0
Pavel Mintyukov,Points,22.0,25.0,28.25
Radko Gudas,Goals,1.0,2.0,3.0
Radko Gudas,Assists,15.0,19.0,21.0
Radko Gudas,Points,17.0,21.0,24.0
Brian Dumoulin,Goals,1.0,2.0,3.0
Brian Dumoulin,Assists,16.0,19.5,23.0
Brian Dumoulin,Points,18.0,22.0,26.0
Olen Zellweger,Goals,0.0,1.0,2.0
Olen Zellweger,Assists,10.0,12.0,14.0
Olen Zellweger,Points,11.0,13.0,15.0
Gustav Lindstrom,Goals,0.0,0.0,1.0
Gustav Lindstrom,Assists,12.0,15.0,16.25
Gustav Lindstrom,Points,13.0,15.0,17.0
Blake Coleman,Goals,25.0,29.0,33.0
Blake Coleman,Assists,24.75,28.0,32.0
Blake Coleman,Points,53.0,57.0,62.0
Mikael Backlund,Goals,12.0,16.0,20.0
Mikael Backlund,Assists,32.0,36.0,40.0
Mikael Backlund,Points,47.0,52.0,57.0
Jonathan Huberdeau,Goals,17.0,21.0,24.0
Jonathan Huberdeau,Assists,37.0,40.0,45.0
Jonathan Huberdeau,Points,56.75,62.0,67.0
Andrei Kuzmenko,Goals,26.0,30.0,34.25
Andrei Kuzmenko,Assists,23.0,26.0,30.0
Andrei Kuzmenko,Points,50.75,56.0,62.0
Nazem Kadri,Goals,18.0,21.0,24.0
Nazem Kadri,Assists,33.0,36.0,40.0
Nazem Kadri,Points,53.0,58.0,62.25
Connor Zary,Goals,21.0,25.0,28.0
Connor Zary,Assists,23.0,25.5,29.0
Connor Zary,Points,46.0,51.0,56.0
Yegor Sharangovich,Goals,15.0,17.0,19.0
Yegor Sharangovich,Assists,13.0,15.0,18.0
Yegor Sharangovich,Points,28.0,31.5,36.0
Martin Pospisil,Goals,6.0,8.0,9.0
Martin Pospisil,Assists,16.0,18.0,22.0
Martin Pospisil,Points,23.0,27.0,30.0
Anthony Mantha,Goals,13.0,16.0,19.0
Anthony Mantha,Assists,19.0,22.0,25.0
Anthony Mantha,Points,34.0,39.0,43.0
Kevin Rooney,Goals,4.0,6.0,8.0
Kevin Rooney,Assists,4.0,5.0,7.0
Kevin Rooney,Points,9.0,11.0,14.0
Ryan Lomberg,Goals,6.0,8.0,9.25
Ryan Lomberg,Assists,6.0,9.0,10.25
Ryan Lomberg,Points,14.0,17.0,20.0
Walker Dueher,Goals,7.75,9.0,12.0
Walker Dueher,Assists,14.0,16.0,18.25
Walker Dueher,Points,23.0,26.0,29.0
Dryden Hunt,Goals,0.0,1.0,1.0
Dryden Hunt,Assists,1.0,1.0,2.0
Dryden Hunt,Points,1.0,2.0,3.0
MacKenzie Weegar,Goals,7.0,9.0,10.0
MacKenzie Weegar,Assists,17.0,20.0,24.0
MacKenzie Weegar,Points,25.0,29.0,33.0
Rasmus Andersson,Goals,5.0,6.0,8.0
Rasmus Andersson,Assists,22.0,25.0,29.0
Rasmus Andersson,Points,28.0,31.0,36.0
Kevin Bahl,Goals,1.0,2.0,3.0
Kevin Bahl,Assists,8.75,11.0,13.0
Kevin Bahl,Points,10.0,13.0,16.0
Danill Miromanov,Goals,2.0,3.0,4.0
Danill Miromanov,Assists,16.0,19.0,21.25
Danill Miromanov,Points,19.0,22.0,25.0
Tyson Barrie,Goals,1.0,2.0,3.0
Tyson Barrie,Assists,10.0,12.5,14.25
Tyson Barrie,Points,12.0,14.0,17.0
Jake Bean,Goals,1.0,1.0,3.0
Jake Bean,Assists,8.0,10.0,13.0
Jake Bean,Points,9.0,12.0,14.0
Brayden Pachal,Goals,0.0,1.0,1.0
Brayden Pachal,Assists,1.0,1.0,2.0
Brayden Pachal,Points,1.0,2.0,3.25
Joel Hanley,Goals,0.0,1.0,1.0
Joel Hanley,Assists,1.0,2.0,2.0
Joel Hanley,Points,1.0,2.0,4.0
Connor McDavid,Goals,40.0,44.0,49.0
Connor McDavid,Assists,54.0,58.0,63.0
Connor McDavid,Points,94.75,102.0,109.25
Leon Draisaitl,Goals,45.0,50.0,55.0
Leon Draisaitl,Assists,44.75,50.0,54.0
Leon Draisaitl,Points,94.0,101.0,107.25
Ryan Nugent-Hopkins,Goals,19.0,22.0,25.0
Ryan Nugent-Hopkins,Assists,35.75,39.5,43.25
Ryan Nugent-Hopkins,Points,57.0,61.0,67.0
Zach Hyman,Goals,25.0,29.0,33.0
Zach Hyman,Assists,29.0,32.0,35.0
Zach Hyman,Points,56.0,61.0,66.0
Jeff Skinner,Goals,23.0,27.0,30.0
Jeff Skinner,Assists,33.0,37.5,42.0
Jeff Skinner,Points,57.0,65.0,71.0
Viktor Arvidsson,Goals,17.0,19.0,23.0
Viktor Arvidsson,Assists,25.0,28.0,32.0
Viktor Arvidsson,Points,45.0,48.0,52.25
Mattias Janmark,Goals,7.0,8.0,10.0
Mattias Janmark,Assists,14.0,17.0,20.0
Mattias Janmark,Points,21.75,26.0,29.0
Connor Brown,Goals,4.0,5.0,7.0
Connor Brown,Assists,18.0,21.0,25.0
Connor Brown,Points,23.0,28.0,32.0
Adam Henrique,Goals,14.0,16.0,19.25
Adam Henrique,Assists,18.0,20.0,23.0
Adam Henrique,Points,33.0,37.0,40.0
Derek Ryan,Goals,6.0,8.0,12.0
Derek Ryan,Assists,8.0,10.0,12.0
Derek Ryan,Points,16.0,19.0,22.25
Corey Perry,Goals,7.0,9.0,11.0
Corey Perry,Assists,10.0,13.0,14.25
Corey Perry,Points,18.0,21.5,25.0
Vasaily Podkolzin,Goals,6.0,8.0,10.0
Vasaily Podkolzin,Assists,7.0,8.0,11.0
Vasaily Podkolzin,Points,14.0,17.0,19.0
Evander Kane,Goals,0.0,1.0,2.0
Evander Kane,Assists,1.0,2.0,3.0
Evander Kane,Points,1.0,3.0,4.0
Darnell Nurse,Goals,6.0,8.0,10.0
Darnell Nurse,Assists,24.0,27.0,31.0
Darnell Nurse,Points,31.0,35.5,39.25
Evan Bouchard,Goals,8.0,10.0,12.0
Evan Bouchard,Assists,22.0,26.0,31.0
Evan Bouchard,Points,31.0,36.0,40.0
Mattias Ekholm,Goals,2.0,3.0,4.0
Mattias Ekholm,Assists,24.75,28.0,32.0
Mattias Ekholm,Points,28.0,31.0,34.0
Brett Kulak,Goals,1.0,2.0,3.0
Brett Kulak,Assists,9.0,10.0,13.0
Brett Kulak,Points,11.0,13.0,16.0
Troy Stecher,Goals,0.0,1.0,1.0
Troy Stecher,Assists,7.0,9.0,11.0
Troy Stecher,Points,8.0,10.0,12.0
Ty Emberson,Goals,0.0,1.0,1.0
Ty Emberson,Assists,9.75,11.5,14.0
Ty Emberson,Points,11.0,12.5,15.0
Josh Brown,Goals,0.0,1.0,2.0
Josh Brown,Assists,1.0,2.0,3.0
Josh Brown,Points,2.0,3.0,4.0
Anze Kopitar,Goals,32.0,36.0,40.0
Anze Kopitar,Assists,31.0,36.0,39.25
Anze Kopitar,Points,67.0,72.0,77.0
Adrian Kempe,Goals,32.0,38.0,43.0
Adrian Kempe,Assists,22.0,25.5,30.0
Adrian Kempe,Points,58.0,63.0,69.0
Kevin Fiala,Goals,28.0,32.0,36.0
Kevin Fiala,Assists,42.0,47.0,52.0
Kevin Fiala,Points,74.0,79.5,84.0
Quinton Byfield,Goals,12.0,14.0,17.0
Quinton Byfield,Assists,31.0,34.0,38.0
Quinton Byfield,Points,43.0,49.0,54.0
Phillip Danault,Goals,21.0,23.5,27.0
Phillip Danault,Assists,25.0,29.0,32.0
Phillip Danault,Points,48.0,51.0,56.25
Arthur Kaliyev,Goals,11.75,14.0,17.0
Arthur Kaliyev,Assists,24.0,27.5,32.0
Arthur Kaliyev,Points,38.0,41.5,47.0
Trevor Moore,Goals,13.0,15.0,16.25
Trevor Moore,Assists,21.0,25.0,28.0
Trevor Moore,Points,35.0,39.0,43.0
Alexis Lafferiere,Goals,6.0,8.0,10.0
Alexis Lafferiere,Assists,8.0,9.0,11.0
Alexis Lafferiere,Points,15.0,17.0,20.0
Warren Foegle,Goals,6.0,8.0,10.0
Warren Foegle,Assists,22.0,26.0,29.0
Warren Foegle,Points,29.0,33.5,38.0
Tanner Jeannot,Goals,8.0,10.5,13.0
Tanner Jeannot,Assists,7.0,8.5,11.0
Tanner Jeannot,Points,17.0,19.0,22.0
Trevor Lewis,Goals,4.0,6.0,8.0
Trevor Lewis,Assists,7.0,9.0,11.0
Trevor Lewis,Points,13.0,16.0,18.0
Alex Turcotte,Goals,5.0,7.0,9.0
Alex Turcotte,Assists,8.0,10.0,12.0
Alex Turcotte,Points,15.0,17.5,20.0
Drew Doughty,Goals,1.0,1.0,2.0
Drew Doughty,Assists,2.0,3.0,4.0
Drew Doughty,Points,3.0,5.0,6.0
Mikey Anderson,Goals,3.0,4.0,5.0
Mikey Anderson,Assists,12.0,15.0,17.0
Mikey Anderson,Points,16.0,18.0,21.0
Vladislav Gavrikov,Goals,2.0,3.0,4.0
Vladislav Gavrikov,Assists,14.75,17.5,20.0
Vladislav Gavrikov,Points,17.0,20.0,23.0
Brandt Clarke,Goals,2.0,3.0,4.25
Brandt Clarke,Assists,14.0,17.5,20.0
Brandt Clarke,Points,16.0,20.0,24.0
Jordan Spence,Goals,3.0,4.0,6.0
Jordan Spence,Assists,22.0,25.0,28.25
Jordan Spence,Points,25.0,29.0,33.25
Kyle Burroughs,Goals,0.0,1.0,2.0
Kyle Burroughs,Assists,5.0,8.0,9.0
Kyle Burroughs,Points,6.0,8.0,11.0
Joel Edmundson,Goals,0.0,1.0,2.0
Joel Edmundson,Assists,4.0,5.0,7.0
Joel Edmundson,Points,5.0,7.0,8.0
Andreas Englund,Goals,0.0,1.0,1.0
Andreas Englund,Assists,1.0,2.0,3.0
Andreas Englund,Points,1.0,3.0,4.0
Jacob Moverare,Goals,0.0,0.0,1.0
Jacob Moverare,Assists,1.0,1.0,2.0
Jacob Moverare,Points,1.0,2.0,3.0
Macklin Celebrini,Goals,22.0,25.0,29.0
Macklin Celebrini,Assists,27.0,32.5,36.0
Macklin Celebrini,Points,52.0,57.0,63.0
William Eklund,Goals,20.0,23.0,26.0
William Eklund,Assists,24.0,27.5,31.0
William Eklund,Points,46.0,50.5,56.25
Tyler Toffoli,Goals,31.0,35.0,39.0
Tyler Toffoli,Assists,29.0,33.0,37.0
Tyler Toffoli,Points,63.0,68.0,72.25
Mikael Granlund,Goals,9.75,12.0,15.0
Mikael Granlund,Assists,25.0,28.5,33.0
Mikael Granlund,Points,36.0,42.0,46.0
Fabian Zetterlund,Goals,16.0,19.0,22.25
Fabian Zetterlund,Assists,27.0,30.0,33.0
Fabian Zetterlund,Points,46.0,49.0,54.0
Alexander Wennberg,Goals,12.0,15.0,18.0
Alexander Wennberg,Assists,23.0,27.0,30.25
Alexander Wennberg,Points,37.75,41.5,46.0
Will Smith,Goals,9.0,12.0,15.25
Will Smith,Assists,11.0,13.0,15.0
Will Smith,Points,22.75,25.0,29.0
Thomas Bordeleau,Goals,11.0,13.0,16.0
Thomas Bordeleau,Assists,13.0,15.0,18.0
Thomas Bordeleau,Points,25.0,29.0,32.0
Luke Kunin,Goals,7.0,8.0,10.0
Luke Kunin,Assists,11.0,14.0,17.0
Luke Kunin,Points,19.75,22.0,25.0
Nico Sturm,Goals,6.0,8.0,9.0
Nico Sturm,Assists,10.0,12.0,15.0
Nico Sturm,Points,17.0,20.0,24.0
Barclay Goodrow,Goals,6.0,7.0,10.0
Barclay Goodrow,Assists,11.0,13.0,16.0
Barclay Goodrow,Points,18.0,21.0,24.25
Ty Dellandrea,Goals,3.0,4.0,6.0
Ty Dellandrea,Assists,11.75,14.0,16.0
Ty Dellandrea,Points,15.75,18.0,21.0
Klim Kostin,Goals,1.0,2.0,2.0
Klim Kostin,Assists,2.0,2.5,3.0
Klim Kostin,Points,3.0,4.0,5.0
Logan Couture,Goals,0.0,1.0,1.0
Logan Couture,Assists,2.0,3.0,4.0
Logan Couture,Points,3.0,4.0,5.0
Carl Grundstrom,Goals,1.0,1.0,2.0
Carl Grundstrom,Assists,1.0,2.0,3.0
Carl Grundstrom,Points,2.0,3.0,5.0
Mario Ferraro,Goals,1.75,2.0,4.0
Mario Ferraro,Assists,14.0,16.0,19.0
Mario Ferraro,Points,16.0,19.0,22.0
Cody Ceci,Goals,4.0,6.0,8.0
Cody Ceci,Assists,11.0,14.0,16.0
Cody Ceci,Points,17.0,20.0,23.0
Jan Rutta,Goals,1.0,2.0,3.0
Jan Rutta,Assists,6.0,7.0,9.0
Jan Rutta,Points,8.0,9.5,12.0
Jake Walman,Goals,2.0,3.0,5.0
Jake Walman,Assists,6.75,9.0,11.0
Jake Walman,Points,10.0,12.0,15.0
Matt Benning,Goals,0.0,0.0,1.0
Matt Benning,Assists,11.0,14.0,17.0
Matt Benning,Points,12.0,15.0,18.0
Marc-Eduoard Vlassic,Goals,0.0,1.0,2.0
Marc-Eduoard Vlassic,Assists,7.0,9.0,11.0
Marc-Eduoard Vlassic,Points,8.0,10.0,12.25
Jared McCann,Goals,37.0,40.0,44.0
Jared McCann,Assists,28.0,32.0,35.25
Jared McCann,Points,67.75,72.0,77.0
Matty Beniers,Goals,26.0,29.0,33.25
Matty Beniers,Assists,24.0,28.0,31.25
Matty Beniers,Points,53.0,58.5,63.0
Jordan Eberle,Goals,22.0,26.0,29.0
Jordan Eberle,Assists,37.75,40.5,45.0
Jordan Eberle,Points,62.0,67.0,71.25
Yanni Gourde,Goals,9.0,11.0,14.0
Yanni Gourde,Assists,26.0,30.0,33.25
Yanni Gourde,Points,36.0,41.0,46.25
Oliver Bjorkstrand,Goals,17.0,20.5,24.0
Oliver Bjorkstrand,Assists,23.0,26.0,29.0
Oliver Bjorkstrand,Points,42.0,46.0,51.25
Chandler Stephenson,Goals,18.0,20.5,24.0
Chandler Stephenson,Assists,26.0,32.0,35.0
Chandler Stephenson,Points,47.0,51.0,56.0
Eeli Tolvanen,Goals,12.0,14.0,16.25
Eeli Tolvanen,Assists,13.0,15.0,19.0
Eeli Tolvanen,Points,26.0,29.0,34.0
Andre Burakovsky,Goals,12.0,15.0,17.0
Andre Burakovsky,Assists,18.0,22.0,24.0
Andre Burakovsky,Points,32.0,36.0,40.0
Jaden Schwartz,Goals,6.0,7.5,9.0
Jaden Schwartz,Assists,16.0,18.0,21.0
Jaden Schwartz,Points,22.0,25.0,29.0
Brandon Tanev,Goals,5.0,7.0,8.25
Brandon Tanev,Assists,8.0,9.5,12.0
Brandon Tanev,Points,13.0,16.5,19.0
Shane Wright,Goals,4.0,6.0,8.0
Shane Wright,Assists,10.0,12.0,15.0
Shane Wright,Points,15.0,18.0,21.0
Tye Kartye,Goals,7.0,9.0,12.0
Tye Kartye,Assists,7.0,8.0,10.0
Tye Kartye,Points,14.0,17.5,21.0
Vince Dunn,Goals,7.0,9.0,11.0
Vince Dunn,Assists,21.0,24.0,28.0
Vince Dunn,Points,30.0,33.5,39.0
Adam Larsson,Goals,5.0,7.0,9.0
Adam Larsson,Assists,15.0,17.0,20.0
Adam Larsson,Points,22.0,25.0,27.0
Jamie Oleksiak,Goals,1.0,2.0,3.0
Jamie Oleksiak,Assists,13.0,15.5,18.0
Jamie Oleksiak,Points,15.75,17.0,19.0
Brandon Montour,Goals,2.0,3.0,4.0
Brandon Montour,Assists,13.0,16.0,19.25
Brandon Montour,Points,16.0,19.0,23.0
William Borgen,Goals,0.0,1.0,1.0
William Borgen,Assists,10.0,12.0,14.0
William Borgen,Points,11.0,13.0,15.0
Ryker Evans,Goals,0.0,0.0,1.0
Ryker Evans,Assists,8.0,10.0,12.25
Ryker Evans,Points,9.0,11.0,13.25
Josh Mahura,Goals,0.0,1.0,1.0
Josh Mahura,Assists,9.0,11.0,13.0
Josh Mahura,Points,10.0,11.0,14.0
Elias Pettersson,Goals,27.0,32.0,35.25
Elias Pettersson,Assists,42.0,46.0,49.25
Elias Pettersson,Points,73.0,77.5,82.25
JT Miller,Goals,33.0,36.5,40.0
JT Miller,Assists,32.0,37.0,40.0
JT Miller,Points,68.0,72.5,78.25
Jake DeBrusk,Goals,24.0,28.0,31.0
Jake DeBrusk,Assists,28.75,31.0,36.0
Jake DeBrusk,Points,54.75,60.0,65.0
Brock Boeser,Goals,18.0,21.0,24.0
Brock Boeser,Assists,24.0,29.0,31.25
Brock Boeser,Points,45.0,49.5,55.0
Conor Garland,Goals,17.0,20.0,23.25
Conor Garland,Assists,26.0,29.0,33.0
Conor Garland,Points,45.0,49.0,55.0
Daniel Sprong,Goals,17.0,20.0,24.0
Daniel Sprong,Assists,26.0,29.0,33.0
Daniel Sprong,Points,47.0,50.0,55.25
Pius Suter,Goals,11.0,14.0,16.0
Pius Suter,Assists,13.0,16.0,18.0
Pius Suter,Points,25.0,30.0,33.0
Nils Hoglander,Goals,12.75,15.0,17.0
Nils Hoglander,Assists,19.0,22.0,25.0
Nils Hoglander,Points,32.75,37.0,41.0
Dakota Joshua,Goals,11.75,14.0,17.0
Dakota Joshua,Assists,16.0,18.5,21.0
Dakota Joshua,Points,28.0,33.0,36.25
Teddy Blueger,Goals,3.0,4.0,5.0
Teddy Blueger,Assists,12.75,15.0,18.0
Teddy Blueger,Points,16.0,19.0,22.0
Danton Heinen,Goals,8.0,10.0,12.0
Danton Heinen,Assists,13.0,17.0,18.0
Danton Heinen,Points,24.0,26.0,29.25
Kieffer Sherwood,Goals,8.0,9.5,12.0
Kieffer Sherwood,Assists,12.0,14.0,17.0
Kieffer Sherwood,Points,20.75,24.0,27.0
Nils Aman,Goals,0.0,0.0,1.0
Nils Aman,Assists,1.0,2.0,2.25
Nils Aman,Points,2.0,2.0,3.0
Phil Di Gisueppe,Goals,0.0,1.0,2.0
Phil Di Gisueppe,Assists,1.0,2.0,3.0
Phil Di Gisueppe,Points,2.0,3.0,4.0
Quinn Hughes,Goals,11.0,14.0,16.0
Quinn Hughes,Assists,31.0,35.0,40.0
Quinn Hughes,Points,45.0,49.0,55.0
Filip Hronek,Goals,2.0,3.0,4.0
Filip Hronek,Assists,21.0,24.0,27.25
Filip Hronek,Points,24.75,28.0,31.0
Carson Soucy,Goals,2.0,3.0,4.0
Carson Soucy,Assists,8.0,10.0,12.0
Carson Soucy,Points,11.0,12.5,15.0
Tyler Myers,Goals,1.0,1.0,2.0
Tyler Myers,Assists,16.0,19.0,22.0
Tyler Myers,Points,17.0,20.0,24.0
Derek Forbort,Goals,0.0,1.0,2.0
Derek Forbort,Assists,6.0,8.0,10.0
Derek Forbort,Points,7.0,9.0,11.0
Vincent Desharnais,Goals,0.0,1.0,1.0
Vincent Desharnais,Assists,7.0,9.0,11.0
Vincent Desharnais,Points,8.0,9.0,11.0
Mark Friedman,Goals,0.0,0.0,1.0
Mark Friedman,Assists,0.0,1.0,2.0
Mark Friedman,Points,1.0,2.0,3.0
Erik Brannstrom,Goals,0.0,0.0,1.0
Erik Brannstrom,Assists,1.0,3.0,4.0
Erik Brannstrom,Points,2.0,3.0,4.0
Jack Eichel,Goals,38.75,43.0,47.25
Jack Eichel,Assists,32.0,37.0,41.0
Jack Eichel,Points,74.0,80.0,86.0
Mark Stone,Goals,26.0,31.0,35.0
Mark Stone,Assists,41.0,46.0,50.0
Mark Stone,Points,70.75,78.0,83.0
Tomas Hertl,Goals,25.0,28.0,30.0
Tomas Hertl,Assists,36.0,41.0,44.0
Tomas Hertl,Points,63.0,68.0,72.0
William Karlsson,Goals,20.75,24.0,27.25
William Karlsson,Assists,29.0,33.0,37.0
William Karlsson,Points,51.75,57.0,63.0
Ivan Barbashev,Goals,20.0,23.5,27.0
Ivan Barbashev,Assists,30.0,34.0,38.25
Ivan Barbashev,Points,53.0,57.0,64.25
Victor Olofsson,Goals,22.0,24.0,28.0
Victor Olofsson,Assists,16.0,19.0,21.0
Victor Olofsson,Points,39.0,44.0,48.0
Brett Howden,Goals,9.0,10.0,12.0
Brett Howden,Assists,15.0,17.0,20.0
Brett Howden,Points,25.0,28.0,31.0
Alexander Holtz,Goals,11.0,14.0,17.0
Alexander Holtz,Assists,14.0,18.0,20.0
Alexander Holtz,Points,27.0,31.5,36.0
Pavel Dorofeyev,Goals,13.0,16.0,18.25
Pavel Dorofeyev,Assists,15.0,18.0,20.0
Pavel Dorofeyev,Points,30.0,33.5,37.25
Keegan Kolesar,Goals,6.75,8.5,10.0
Keegan Kolesar,Assists,11.75,14.0,16.0
Keegan Kolesar,Points,19.0,22.0,26.0
Jonas Rondbjerg,Goals,3.0,4.0,6.0
Jonas Rondbjerg,Assists,10.0,12.5,15.25
Jonas Rondbjerg,Points,15.0,16.0,20.0
Nicolas Roy,Goals,6.0,8.0,10.0
Nicolas Roy,Assists,15.0,17.0,20.25
Nicolas Roy,Points,22.0,25.0,28.0
Alex Pietrangelo,Goals,6.0,8.0,11.0
Alex Pietrangelo,Assists,24.75,27.5,32.0
Alex Pietrangelo,Points,31.0,36.0,40.0
Noah Hanafin,Goals,7.0,9.0,10.0
Noah Hanafin,Assists,23.0,27.0,30.0
Noah Hanafin,Points,31.75,36.0,39.25
Shea Theodore,Goals,6.0,8.0,10.0
Shea Theodore,Assists,32.0,36.5,41.0
Shea Theodore,Points,40.0,45.5,49.0
Brayden McNabb,Goals,1.0,1.0,3.0
Brayden McNabb,Assists,14.0,17.0,19.0
Brayden McNabb,Points,16.0,18.0,21.0
Nick Hague,Goals,0.0,1.0,1.0
Nick Hague,Assists,8.0,9.0,11.0
Nick Hague,Points,8.0,10.0,12.0
Zach Whitecloud,Goals,0.0,1.0,2.0
Zach Whitecloud,Assists,8.75,11.0,13.0
Zach Whitecloud,Points,10.0,13.0,15.0
